,Unnamed: 0,cell,centroid_row,centroid_col,frame
1,1,2,188.88703563305500,413.7445034116760,0
89,0,2,190.1769841269840,411.8357142857140,1
174,0,2,189.97185430463600,413.6175496688740,2
260,0,2,190.65825067628500,414.11722272317400,3
347,0,2,188.8659539473680,415.0345394736840,4
435,0,2,190.415859030837,415.12599118942700,5
522,0,2,189.53614457831300,414.3795180722890,6
609,0,2,189.8015397775880,414.6817792985460,7
695,0,2,188.37365368682700,415.3587406793700,8
783,0,2,190.77934686672600,413.5895851721090,9
867,0,2,187.9376026272580,414.3185550082100,10
956,0,2,189.47176684881600,413.62204007286000,11
1046,0,2,191.2943037974680,414.3090717299580,12
1136,0,2,189.14607843137300,414.6872549019610,13
2,2,3,216.0922441486920,520.575263882515,0
90,1,3,215.92820867959400,520.5740997229920,1
175,1,3,216.36104075523800,521.2194335712640,2
261,1,3,215.3441543700340,522.0020431328040,3
348,1,3,214.26575884032500,521.7891500109820,4
436,1,3,215.40671473636800,521.990085624155,5
523,1,3,214.47847206888900,522.5453742548020,6
610,1,3,213.6493816446080,521.9839444564980,7
696,1,3,213.7234499034540,521.9897017807340,8
784,1,3,213.95040775843100,521.0800088163990,9
868,1,3,213.09362507889800,520.4308857563640,10
957,1,3,214.39723320158100,520.4060166886250,11
1047,1,3,213.0264674493060,521.6488794023480,12
1137,1,3,212.12911392405100,521.2919831223630,13
1222,0,3,212.2910164487560,520.9430619991570,14
1306,0,3,212.7338796635760,521.7763640284670,15
1392,0,3,213.0032880315650,521.2286277948270,16
1481,0,3,213.22597344136800,521.447895566059,17
1568,0,3,212.00526315789500,522.045052631579,18
1654,0,3,212.63971692043700,521.1507613124600,19
1738,0,3,211.0225225225230,521.9733824733830,20
1823,0,3,211.78965946843900,520.6949750830570,21
1910,0,3,212.476139752876,520.0666808691950,22
1995,0,3,212.44240328506600,521.2522152582670,23
2079,0,3,211.51762208067900,521.431847133758,24
2167,0,3,211.5400958133720,520.5836284107480,25
2251,0,3,212.00275190516500,520.8154106689250,26
2333,0,3,212.19753602004600,519.7143453748170,27
2415,0,3,212.09479553903300,519.4097480380010,28
2500,0,3,213.29324894514800,520.6803797468360,29
2584,0,3,212.30126633986900,519.7212009803920,30
2667,0,3,211.66174089068800,520.4301619433200,31
2752,0,3,212.83465553235900,520.1194154488520,32
2835,0,3,210.90723892405100,518.5276898734180,33
2916,0,3,212.1824480369520,520.3592273777030,34
2996,0,3,212.94203835380300,519.8610213316100,35
3081,0,3,211.79558580858100,520.3372524752480,36
3166,0,3,214.2767295597480,520.6057254391670,37
3251,0,3,213.7251956843660,520.6185741485090,38
3333,0,3,213.2564375399020,519.8699723345390,39
3415,0,3,211.3974860910780,520.8598804862970,40
3497,0,3,212.1326595072650,519.4742050958100,41
3580,0,3,213.40064516129000,520.5903225806450,42
3662,0,3,213.8155444901490,519.5050876813160,43
3743,0,3,215.1258354459550,520.3297994929710,44
3825,0,3,213.50386930352500,519.4916165090280,45
3906,0,3,214.05986842105300,521.6559210526320,46
3988,0,3,213.33127396676600,521.6915210907540,47
4066,0,3,213.50324534833400,520.8535266118560,48
4151,0,3,212.6186511240630,519.9523313905080,49
4230,0,3,213.34103172890100,521.0695014029790,50
4312,0,3,212.84875026703700,521.1676992095710,51
4398,0,3,212.84638425331600,521.14783910997,52
4483,0,3,214.3565528019650,521.0084840366150,53
4569,0,3,213.33536055603800,522.4228931364030,54
4655,0,3,213.0525075010720,522.6078011144450,55
4739,0,3,212.36467889908300,523.1484570475400,56
4828,0,3,212.1557664534760,523.1687641840310,57
4916,0,3,212.5475695887000,522.0155795596180,58
5003,0,3,212.70649028524200,522.0595287308810,59
5090,0,3,213.4991449337320,523.2625053441640,60
5175,0,3,213.14964826263100,522.9690897463230,61
5263,0,3,214.01646803900300,522.72849404117,62
5349,0,3,213.0736157718120,522.7416107382550,63
5434,0,3,213.24147485081000,522.8938618925830,64
5521,0,3,213.8523489932890,523.5302013422820,65
5606,0,3,213.304532879336,522.0378804000850,66
5694,0,3,213.69880304679,521.4605005440700,67
5778,0,3,212.8697567114090,521.6682046979870,68
5863,0,3,213.64601580858800,521.7709891048920,69
5952,0,3,212.66860581745200,521.6318956870610,70
6051,0,3,213.108704974271,522.7684391080620,71
6136,0,3,212.69632093119900,520.6902930783620,72
6226,0,3,213.4342629482070,520.9419165443490,73
6312,0,3,214.8747029596030,523.0334845538990,74
6401,0,3,213.9774083546460,520.9869991474850,75
6490,0,3,214.49718531862200,523.1648277415000,76
6580,0,3,213.4,522.633547008547,77
6671,0,3,215.47671994440600,522.7908269631690,78
6759,0,3,210.29012345679000,519.2015133412980,79
6848,0,3,212.65115793866100,520.6688921343630,80
6938,0,3,211.2129411764710,519.7435294117650,81
7028,0,3,211.06914893617000,520.5884554767530,82
7117,0,3,218.6454314720810,526.1756345177670,83
7201,0,3,212.07679935665500,521.2223562525130,84
7287,0,3,210.49781746031700,519.8156746031750,85
7373,0,3,211.1349175176750,519.5893558523170,86
7460,0,3,210.7326049453710,519.3641939812150,87
7546,0,3,211.88932728348800,519.6170842375220,88
7631,0,3,211.84594330400800,519.6134897360700,89
7716,0,3,211.92156862745100,520.2103921568630,90
3,3,4,226.4875034331230,577.2686075254050,0
91,2,4,226.2028633171260,578.3584548892490,1
176,2,4,227.47233691164300,578.5739058629230,2
262,2,4,227.52822357498600,578.921140011068,3
349,2,4,227.48591938155700,578.6667586968530,4
437,2,4,228.3402968664100,579.6437603078620,5
524,2,4,240.39599609375,571.943359375,6
611,2,4,226.86877343331500,579.6593465452600,7
697,2,4,226.69292176689700,579.3850452368280,8
785,2,4,224.82647718773400,578.7073049114930,9
869,2,4,227.76103136629500,578.0295055821370,10
958,2,4,226.73037190082600,577.9563533057850,11
1048,2,4,225.75787601626000,579.4466463414630,12
1138,2,4,226.0565085771950,579.8254288597380,13
1223,1,4,225.4651220727450,579.4270054808170,14
1307,1,4,226.5027293995320,579.878346763712,15
1393,1,4,226.9558587479940,579.8258426966290,16
1482,1,4,224.9319489617210,578.8716537403050,17
1569,1,4,225.9732537003380,580.0176577512330,18
1655,1,4,226.09742500663700,579.7170161932570,19
1739,1,4,226.0368016944670,580.2504633306860,20
1824,1,4,225.8281984334200,579.3976501305480,21
1911,1,4,226.06853664990700,578.4535591426300,22
1996,1,4,225.123006833713,579.7203239686160,23
2080,1,4,224.81090723751300,579.1332823649340,24
2168,1,4,225.02403100775200,579.8374677002580,25
2252,1,4,225.40239147387600,579.7910059786850,26
2334,1,4,223.21544715447200,578.5069344811100,27
2416,1,4,222.6920784703250,577.7107027563940,28
2501,1,4,226.56871537852800,578.7140596148770,29
2585,1,4,225.49194991055500,578.7114745719400,30
2668,1,4,224.03823899371100,578.8382389937110,31
2753,1,4,224.64851738241300,578.4120654396730,32
2836,1,4,224.3358339584900,578.8339584896220,33
2917,1,4,226.59,578.7332432432430,34
2997,1,4,223.65981963927900,578.1092184368740,35
3082,1,4,226.36334829680500,578.9397940322150,36
3167,1,4,227.1582227038740,578.75399620699,37
3252,1,4,226.58667017913600,578.9781348788200,38
3334,1,4,224.54809391567800,578.7286038879070,39
3416,1,4,224.38742499347800,578.7787633707280,40
3498,1,4,224.63634013957100,577.8449211682610,41
3581,1,4,226.76231493943500,577.5413189771200,42
3663,1,4,225.27052767052800,577.8980694980700,43
3744,1,4,225.61913404200200,577.4415348716620,44
3826,1,4,226.282562466773,577.8910154173310,45
3907,1,4,225.1414115861370,580.9499114596510,46
3989,1,4,227.76059782608700,579.0328804347830,47
4067,1,4,227.14508623049500,577.5672050369560,48
4152,1,4,224.31941280688400,578.5456846368010,49
4231,1,4,225.99108781127100,579.3695937090430,50
4313,1,4,224.7236438075740,578.4792732855680,51
4399,1,4,226.58003211991400,579.0061563169170,52
4484,1,4,226.4977789391170,578.4183433498820,53
4570,1,4,224.35669112066800,580.7624588919810,54
4656,1,4,232.11071077628600,582.482476252866,55
4740,1,4,224.72219334719300,580.6559251559250,56
4829,1,4,225.5714662447260,581.2212552742620,57
4917,1,4,223.1348481106450,580.732773524327,58
5004,1,4,225.12899005756100,580.6530612244900,59
5091,1,4,225.26008010680900,580.2664886515350,60
5176,1,4,222.71797393656300,581.1576100319650,61
5264,1,4,221.66372104131800,581.1636016240750,62
5350,1,4,224.53965785381000,581.2703473302230,63
5435,1,4,223.27428425357900,580.6367586912070,64
5522,1,4,227.22325189553500,581.5150238697000,65
5607,1,4,224.40554683411800,579.4764521193090,66
5695,1,4,223.64935064935100,579.9279348102880,67
5779,1,4,224.6409581468810,581.1610950250070,68
5864,1,4,221.500117674747,581.5841374441050,69
5953,1,4,224.93195988072600,580.5055570615340,70
6052,1,4,224.05839793281700,580.6002583979330,71
6137,1,4,223.66911021233600,581.4160768452980,72
6227,1,4,222.69406163868700,580.2460536206460,73
6313,1,4,223.35538954108900,581.1862326574170,74
6402,1,4,221.9007877892660,580.4258985721320,75
6491,1,4,222.26819541375900,580.5505982053840,76
6581,1,4,222.9276180698150,580.7841375770020,77
6672,1,4,222.77460156842900,580.9769795092340,78
6760,1,4,225.1332807570980,579.801261829653,79
6849,1,4,224.34596158905600,579.397000789266,80
6939,1,4,224.3425238600210,581.1110816542950,81
7029,1,4,225.44501424501400,579.488603988604,82
7118,1,4,224.09052631578900,581.0271052631580,83
7202,1,4,223.99706039551000,580.8262960983430,84
7288,1,4,222.92531969309500,581.1442455242970,85
7374,1,4,224.37860310421300,580.5271618625280,86
7461,1,4,224.2171703664080,580.888205402514,87
7547,1,4,223.29789446321800,581.0166363400050,88
7632,1,4,223.94493216280900,581.4948124501200,89
7717,1,4,226.21859296482400,581.0184254606370,90
4,4,5,217.48303217276300,629.7686205376820,0
92,3,5,216.38067471886700,631.2419825072890,1
177,3,5,216.1106607215240,632.2946899067690,2
