,Unnamed: 0,cell,centroid_row,centroid_col,frame
1,1,2,223.10139064475348,451.8462705436157,0
2,2,3,216.09058231488137,608.1822429906542,0
3,3,4,238.92619603267207,552.4912485414236,0
4,4,5,243.27673611111112,376.35833333333335,0
5,5,6,245.79818078453667,277.5099488345651,0
7,7,8,253.30607109153823,681.6064800251652,0
8,8,9,274.78307546574047,410.4363751184086,0
9,9,10,264.87488151658766,501.2928909952607,0
10,10,11,271.7066189624329,341.6350626118068,0
11,11,12,285.7192192192192,731.6617867867868,0
12,12,13,294.3383823083914,304.32626476825203,0
13,13,14,275.45973333333336,592.9541333333333,0
14,14,15,296.7263157894737,455.41024182076814,0
15,15,16,288.008487654321,543.858024691358,0
16,16,17,302.87427347812786,652.2462526766595,0
18,18,19,314.75752966230607,252.48889564952844,0
19,19,20,318.86206896551727,703.6273369339426,0
20,20,21,312.1419009370817,376.5073627844712,0
21,21,22,331.32382363838457,515.021859948129,0
22,22,23,309.417023882425,600.7115737905696,0
23,23,24,329.91095639428363,564.4419201172591,0
24,24,25,348.5748352682773,351.214308126765,0
25,25,26,346.6031784841076,771.5063569682152,0
26,26,27,351.3530150753769,422.5939698492462,0
27,27,28,361.99218280216473,303.8905592303067,0
28,28,29,353.984375,478.76796875,0
29,29,30,352.1768207282913,628.9443277310925,0
30,30,31,373.0901690670006,688.9517845961177,0
31,31,32,398.8494605240624,748.0282582634013,0
32,32,34,375.9575816674793,207.62116040955632,0
33,33,35,379.5780386740332,555.0048342541437,0
35,35,37,395.9885864793679,627.381474978051,0
36,36,38,416.29092451229855,392.839016115352,0
37,37,39,411.5330693069307,519.5663366336634,0
38,38,40,426.1129632626639,470.5173976371581,0
39,39,41,413.0378450578807,342.4928762243989,0
40,40,42,403.4705135184177,252.75703139176196,0
42,42,44,432.090623774029,564.2491173009023,0
43,43,45,449.57330106876384,298.11070780399274,0
44,44,46,446.56175739154463,690.7355623100304,0
45,45,47,456.5955439056356,632.7612057667103,0
46,46,48,463.4829026363874,781.7441921169408,0
47,47,50,482.6797622977881,731.304721030043,0
48,48,51,481.4653274628509,432.1951018161805,0
49,49,52,482.6108328115216,244.29837194740136,0
50,50,53,481.5424969499797,343.16795445302967,0
51,51,54,499.2931413229192,525.2767878935807,0
52,52,55,509.9285714285714,386.3065031982943,0
53,53,56,512.1929595827901,480.990221642764,0
54,54,57,505.7000335908633,673.7117903930131,0
57,57,61,521.3701387000272,200.77264073973348,0
58,58,62,531.8528884908195,317.2400358262427,0
59,59,63,529.8544527265594,559.2408787759906,0
60,60,64,539.5433208489388,609.532584269663,0
61,61,65,537.3496264009963,776.5140099626401,0
62,62,66,550.3943565037853,265.1447579720119,0
63,63,67,554.8031955363936,735.1623129596753,0
64,64,68,552.2220613781124,425.76230457440647,0
65,65,69,568.9552703941338,146.93877176901924,0
66,66,70,562.8916189835072,665.3103332211376,0
67,67,71,575.1339387060159,699.4880817253121,0
68,68,72,566.3594339622641,367.6264150943396,0
69,69,73,575.763526119403,461.4505597014925,0
70,70,74,583.7592162072401,501.8605114579874,0
71,71,75,605.6548839154989,194.51892909433167,0
72,72,76,608.0788265306122,256.81301020408165,0
73,73,77,599.5855263157895,551.7382518796992,0
74,74,78,600.1616892207186,622.2676154923005,0
75,75,79,605.4752308984047,306.2560873215785,0
76,76,80,615.271186440678,346.4639415088069,0
77,77,81,598.5248868778281,411.42663219133806,0
78,78,82,616.6500389711614,730.7049883086517,0
79,79,83,639.717249218528,398.6069906223359,0
80,80,84,638.8633498424133,462.5396217919856,0
81,81,85,631.490611961057,677.7138386648122,0
82,82,86,662.8233665559247,522.8837209302326,0
83,83,87,658.5150456743686,226.49946265448685,0
84,84,88,653.1780515117581,581.1093691675999,0
85,85,89,663.5831424644985,621.9551076500229,0
86,86,90,671.8518096323739,319.3656312339698,0
87,87,91,711.0501672240803,368.3717391304348,0
88,88,92,680.7550535077289,653.2199762187871,0
90,90,94,693.6568160152526,429.4046711153479,0
91,91,95,706.2064133656696,481.97089733225545,0
92,92,96,702.9748201438849,573.3385291766587,0
93,93,97,731.2096890817064,529.4761388286335,0
94,94,98,719.878812860676,620.2947238252267,0
96,96,8553,478.1828782707622,587.1854379977246,0
97,0,2,222.4313725490196,450.3353189377017,1
98,1,3,215.22843905915892,606.2487526728439,1
99,2,4,237.79353161998267,551.5937048801617,1
100,3,5,241.57441253263707,374.89131853785904,1
101,4,6,245.01120045950603,276.7975301550833,1
102,5,8,253.28334357713584,680.0464044253226,1
103,6,9,275.4655172413793,409.839184952978,1
104,7,10,264.6175817200889,500.4906378927325,1
105,8,11,270.92016101979203,339.9748406574975,1
106,9,12,286.1227225850808,733.806806462702,1
107,10,13,295.4721718088324,302.38233514821536,1
108,11,14,276.04481246955675,593.4159766195811,1
109,12,15,296.594800791184,455.4371291325233,1
110,13,16,287.48503453568685,542.8219493476593,1
111,14,17,304.3475115740741,652.0538194444445,1
113,16,19,314.5287769784173,251.05335731414868,1
