Unnamed: 0,cell,centroid_row,centroid_col,frame
0,1,155.25770619272400,387.704526520411,0
0,1,156.08848032174700,387.52513645504200,1
0,1,152.0849986677330,384.15187849720200,2
0,1,151.23719070232400,385.3151712071980,3
0,1,149.79172785119900,385.3864415075870,4
0,1,151.7600747264480,386.0902054977320,5
0,1,156.03982777179800,387.3958557588810,6
0,1,152.28056502679000,385.6446663419390,7
0,1,152.4963054187190,385.7024630541870,8
0,1,149.79178743961400,383.26787439613500,9
0,1,150.1308481361020,384.7870903177380,10
0,1,151.20433358528600,384.3479465860420,11
0,1,159.32821005443500,388.74607748959300,12
0,1,150.29435084241800,385.8736372646180,13
0,1,152.63730036063900,386.6056156620300,14
0,1,152.70194003527300,386.26933736457500,15
0,1,152.21468926553700,385.0656779661020,16
0,1,153.45224425887300,386.2150313152400,17
0,1,151.8779187817260,384.6489847715740,18
0,1,149.86334212419100,383.2126588348120,19
0,1,150.5278656607450,385.26721830129000,20
0,1,150.58288508557500,385.1779951100240,21
0,1,152.90879314688800,386.8483245149910,22
0,1,152.23242574257400,386.2039603960400,23
0,1,152.81324972737200,385.6199563794980,24
0,1,149.52053249097500,381.39124548736500,25
0,1,155.6771537783010,386.1896501029110,26
0,1,151.70084377397100,386.03144975709500,27
0,1,150.80118694362000,385.5098911968350,28
0,1,154.81428571428600,385.8826923076920,29
0,1,151.22280833961300,385.8944988696310,30
0,1,160.40670194003500,388.9784832451500,31
0,1,161.06043214044600,388.7305874409180,32
0,1,153.76878292209600,384.9207097310780,33
0,1,158.17047451669600,386.9427065026360,34
0,1,151.5772895712020,384.1784012705140,35
0,1,154.87907925407900,386.0151515151520,36
0,1,154.96967071057200,385.8763720392840,37
0,1,157.18331226295800,385.4513274336280,38
0,1,154.12594312246100,387.1479976784680,39
0,1,158.37102234258600,388.14759647935000,40
0,1,155.17880971443800,385.9589004536960,41
0,1,157.8656346749230,387.55727554179600,42
0,1,155.347630394493,386.07889859677000,43
0,1,159.28243243243200,387.9780405405410,44
0,1,157.87836107554400,388.83674775928300,45
0,1,157.56851905731700,390.52633110270600,46
0,1,158.31255785251500,388.8188830607840,47
0,1,156.5529164161160,388.4046903187010,48
0,1,151.81594930023800,386.1193556905200,49
0,1,151.8381935483870,384.8529032258070,50
0,1,152.2579845814980,387.3612334801760,51
0,1,153.62488888888900,386.3475555555560,52
0,1,153.73877989787700,383.9451760279500,53
0,1,143.48894348894300,384.6359541359540,54
0,1,153.7462203023760,388.2899568034560,55
0,1,154.39188388625600,385.00414691943100,56
0,1,154.46416083916100,387.45308857808900,57
0,1,149.2883079157590,385.7097555071410,58
0,1,148.92695819317600,385.3185968284480,59
0,1,152.36770219603600,386.2637921799680,60
0,1,150.69584034623700,388.0180331810530,61
0,1,153.5165528113510,387.0307409353650,62
0,1,149.69432110306100,384.9280205655530,63
0,1,151.1547679755230,387.2406935237120,64
0,1,152.5043847993620,385.4653202232260,65
0,1,147.5657415832580,383.56551410373100,66
0,1,148.73952549217600,387.7001514386670,67
0,1,152.54936642027500,389.7536958817320,68
0,1,149.3764097744360,386.5817669172930,69
0,1,149.43477170095300,386.5652282990470,70
0,1,150.89117487818100,386.5703844071470,71
0,1,147.13645761543800,386.3110498506780,72
0,1,147.73536706349200,383.5446428571430,73
0,1,145.74033846931000,384.3680222278350,74
0,1,149.65786098999700,387.7178763785590,75
0,1,148.7693135935400,386.2656796769850,76
0,1,146.9804503835680,386.52932442464700,77
0,1,145.73090909090900,386.6775,78
0,1,149.6609024587950,387.31910294515,79
0,1,147.62008501594000,386.4952178533480,80
0,1,147.18391577060900,388.008288530466,81
0,1,146.19520547945200,387.06849315068500,82
0,1,141.48685792819100,396.0632193781140,83
0,1,148.0074304889740,389.784276126558,84
0,1,146.4979486072120,391.96717771539600,85
0,1,146.35343816005600,388.6038488617700,86
0,1,148.6769111570250,390.3935950413220,87
0,1,148.5980739989860,388.6406487582360,88
0,1,147.14561234329800,388.0310993249760,89
0,1,147.12550703889300,387.2670007158200,90
0,1,145.4496089385480,387.49787709497200,91
0,1,147.69562061456600,387.5414952818780,92
0,1,144.8433391761610,385.22195442594200,93
0,1,149.15173067804600,384.0016595542910,94
0,1,150.15190880169700,387.7436373276780,95
0,1,145.76844618055600,388.88237847222200,96
0,1,142.72909698996700,386.5966555183950,97
0,1,148.92305813385400,389.1665852467030,98
0,1,148.9558151345860,387.55840528186900,99
0,1,144.99302473050100,389.53730712323000,100
0,1,144.6908344733240,388.6041951664390,101
0,1,152.50651984931900,389.9081425673720,102
0,1,147.13729825337200,399.352863143931,103
0,1,152.65595304639500,392.9418669647850,104
0,1,153.796626054358,391.10934083099000,105
0,1,153.55331500152800,390.5340666055610,106
0,1,150.2668357283740,390.8334742180900,107
0,1,148.72372292056700,389.7349558705540,108
0,1,147.4524931778720,391.9379806499630,109
0,1,152.2898826514430,391.26673009831900,110
0,1,152.2258883248730,389.0355329949240,111
0,1,151.80210042664900,390.6905152609120,112
0,1,152.5752617801050,391.9931282722510,113
0,1,153.02753482345300,393.4752186588920,114
0,1,153.61551155115500,392.0277227722770,115
0,1,146.60167807463000,401.2439832192540,116
0,1,152.0374722134010,392.0431883137500,117
0,1,150.11577133007800,389.44671071531200,118
0,1,152.07570977918000,392.8034700315460,119
0,1,148.62963951935900,389.2851802403200,120
1,2,176.35158254918700,543.6641573994870,0
1,2,180.07630842988400,541.6807830603280,1
1,2,177.1222014925370,542.3858208955220,2
1,2,177.42062763809900,543.0537713341900,3
1,2,178.02843876958800,541.8425227316700,4
1,2,175.71484375,543.2095170454550,5
1,2,176.5557695675010,544.6511994396780,6
1,2,174.3193130038560,543.8166841920790,7
1,2,175.320987654321,543.1247276688450,8
1,2,176.5690530369330,545.2496061613860,9
1,2,176.73648134044200,542.9314546839300,10
1,2,175.61800141743400,543.8910347271440,11
1,2,177.40778407979700,541.828085272834,12
1,2,176.5927196493230,543.2508099866590,13
1,2,176.76924496954000,542.195311057781,14
1,2,176.40341008964700,544.165406925646,15
1,2,176.4514106583070,541.0538447353860,16
1,2,175.06618805813300,543.4186657327960,17
1,2,176.46104265402800,542.8034123222750,18
1,2,171.760556621881,543.6895393474090,19
1,2,176.11052926874900,541.4232279783060,20
1,2,176.05796038151100,543.492296404989,21
1,2,177.4673136788130,543.2776048342800,22
1,2,175.70012133818700,544.306465591957,23
1,2,175.2339871550080,544.3306717583750,24
1,2,177.06077751414500,542.635152400073,25
1,2,176.8952239911140,541.8130322102930,26
1,2,178.3769445552450,539.4437574790590,27
1,2,179.93914720377100,538.709235054639,28
1,2,176.65918783608400,542.2434637493050,29
1,2,175.20737406958600,543.7848364202870,30
1,2,175.82307836169800,542.8619786796340,31
1,2,174.85372714486600,545.5263713080170,32
1,2,178.80440771349900,538.2513774104680,33
1,2,174.4397793986840,544.0740081835970,34
1,2,176.99700956937800,541.0761562998410,35
1,2,174.65852353780300,543.4472182596290,36
1,2,176.6927120669060,533.2021505376350,37
1,2,176.36957837401700,537.837805124067,38
1,2,175.47816212438900,545.6413347309570,39
1,2,176.2594142259410,545.6276150627620,40
1,2,174.15878254492100,542.2948294829480,41
1,2,175.36532447224400,541.5836591086790,42
1,2,173.2680469036280,544.4292781238550,43
1,2,174.134272467903,545.4095934379460,44
1,2,172.3919129082430,546.1760843269400,45
1,2,175.96988935244000,545.2209323417380,46
1,2,171.77546334262800,548.3598491061180,47
1,2,176.2102238953830,542.0772736278980,48
1,2,174.10915802425700,546.380031640007,49
1,2,173.50076180802400,545.5583206365330,50
1,2,174.79669450861900,546.2976719388660,51
1,2,170.71851488387300,547.5107948969580,52
1,2,175.54847091745000,542.092544473316,53
1,2,173.2878658223520,545.5380797535510,54
1,2,175.63186701804200,538.3845530103390,55
1,2,172.80662983425400,538.9577062297580,56
1,2,172.92663368025900,545.3289541033950,57
1,2,173.08019375672800,545.2565482597780,58
1,2,174.32196608877900,546.1293579729470,59
1,2,173.7518479408660,546.6098204857440,60
1,2,174.18117774566500,546.525108381503,61
1,2,175.45299671592800,541.1087848932680,62
