,Unnamed: 0,cell,centroid_row,centroid_col,frame
0,0,1,199.1682258064516,519.1906451612904,0
2,2,3,251.87633802816904,418.4194366197183,0
3,3,4,260.89264055072937,625.1580068841174,0
4,4,5,270.8375973303671,563.4809047089359,0
5,5,6,286.8448662185317,494.5939106366153,0
6,6,7,272.1194101618849,331.2232729604103,0
7,7,8,279.03541472506987,778.9568965517242,0
8,8,9,298.9811480618513,707.6281508155051,0
9,9,10,317.4091310379619,259.4475974271661,0
10,10,11,332.2838157117543,402.308180744241,0
11,11,12,346.9639794168096,590.043409420768,0
12,12,13,367.8506289308176,327.44025157232704,0
13,13,14,358.7940315974254,789.2362005071192,0
14,14,15,369.7451764057332,477.574421168688,0
15,15,16,379.7522048364154,707.9402560455192,0
16,16,17,384.0263235729074,237.76249630286895,0
17,17,18,420.9736104624008,616.6394208313872,0
18,18,19,429.75829715726087,372.9572888951128,0
19,19,20,430.5065590312816,515.1242431886983,0
20,20,21,437.50361038562,799.7461975725918,0
21,21,22,453.3665807117071,286.2813821557504,0
23,23,24,457.2195469948279,681.8109505974675,0
24,24,25,464.6803672933975,431.8195598309284,0
25,25,26,484.70640926640925,733.9675675675676,0
26,26,27,517.3678385416666,235.2474888392857,0
27,27,28,497.8515205724508,539.7200357781753,0
28,28,29,526.5087746787841,851.6985271074898,0
29,29,30,525.3382809337471,616.0008096073404,0
30,30,31,536.2172183322724,783.9894971355824,0
31,31,32,526.7536818851252,360.62941826215024,0
32,32,33,549.5061464457509,481.5481916978443,0
33,33,34,558.862987012987,423.3387445887446,0
34,34,35,571.3113460183228,677.4384778012685,0
35,35,36,592.7146724417975,186.4826746074716,0
36,36,37,576.2658802177858,552.7384301270417,0
37,37,38,609.9849810440362,736.486585010207,0
38,38,39,605.5635263612792,367.70993949870353,0
39,39,40,592.2852668845316,296.14910130718954,0
40,40,41,616.1632693061545,806.6769894159153,0
41,41,42,628.2715817190145,617.0101561030656,0
42,42,43,623.3679629629629,480.5394444444444,0
43,43,44,657.093271381862,242.2154534503528,0
44,44,45,644.6112292641429,554.2339430029774,0
45,45,46,663.6473364801079,415.3342886041807,0
46,46,47,686.7045424964207,662.8719250292854,0
47,47,48,692.1832330630396,318.6586450431598,0
48,48,49,698.0901057009183,743.7929301680817,0
49,49,50,695.0469387755102,799.4507288629737,0
