,cell,centroid_row,centroid_col,frame,t(sec),t(min)
17,18,379.40356489945200,211.12294332723900,2,40,0.666666666666667
18,19,372.4098051539910,262.87240729101200,2,40,0.666666666666667
19,20,408.11515748031500,421.17240813648300,2,40,0.666666666666667
20,21,406.0046758104740,585.8980673316710,2,40,0.666666666666667
21,22,401.2893982808020,356.5888252149000,2,40,0.666666666666667
22,23,393.7361729179910,506.38779402415800,2,40,0.666666666666667
23,24,399.00628465804100,308.4055452865070,2,40,0.666666666666667
24,25,414.025,248.0491935483870,2,40,0.666666666666667
25,26,436.0345323741010,476.4578417266190,2,40,0.666666666666667
26,27,438.66423766816100,546.5468049327350,2,40,0.666666666666667
27,28,438.77456011730200,217.73936950146600,2,40,0.666666666666667
28,29,437.6353522867740,290.2416563658840,2,40,0.666666666666667
29,30,441.72044943820200,637.7559550561800,2,40,0.666666666666667
30,31,442.96528515763400,355.05455189514700,2,40,0.666666666666667
31,32,444.86796116504900,176.9042071197410,2,40,0.666666666666667
32,33,461.9961890243900,507.233993902439,2,40,0.666666666666667
33,34,473.0590163934430,599.7029508196720,2,40,0.666666666666667
34,35,484.1766176930290,269.4110659581120,2,40,0.666666666666667
35,36,486.31736930860000,318.60674536256300,2,40,0.666666666666667
36,37,481.66396979503800,369.31553398058300,2,40,0.666666666666667
37,38,487.57763440860200,406.53032258064500,2,40,0.666666666666667
38,39,489.89495663347300,213.29489238676500,2,40,0.666666666666667
39,40,485.2063829787230,447.4872340425530,2,40,0.666666666666667
40,41,489.6059584035980,543.717256885891,2,40,0.666666666666667
41,42,507.1582012293760,493.47007440957600,2,40,0.666666666666667
42,43,517.274217585693,567.0312965722800,2,40,0.666666666666667
43,44,529.0962709284630,346.17047184170500,2,40,0.666666666666667
44,46,546.5293827160490,421.5032098765430,2,40,0.666666666666667
45,47,549.2973611658130,539.1610870421430,2,40,0.666666666666667
46,48,550.6350086655110,294.7552859618720,2,40,0.666666666666667
47,49,568.7705013039700,369.5088380179660,2,40,0.666666666666667
48,50,551.3137314337680,479.9887844801460,2,40,0.666666666666667
1,2,284.9323529411770,493.5044117647060,3,60,1
3,4,280.6310718586910,334.85828984343600,3,60,1
4,5,312.9059751289050,561.6988171064600,3,60,1
5,6,314.4870337477800,457.0895204262880,3,60,1
6,7,319.50233696861800,398.3135989316720,3,60,1
7,8,319.6176941553240,278.8795036028820,3,60,1
8,9,318.2953611274220,334.0035231943630,3,60,1
9,10,335.51574279379200,228.23858093126400,3,60,1
10,11,346.56307289393300,604.0536883457010,3,60,1
11,12,343.1559983043660,498.67147096227200,3,60,1
12,13,358.24330708661400,369.15905511811000,3,60,1
13,14,352.8857622847540,310.89962200756000,3,60,1
14,15,369.6618136439270,544.6626455906820,3,60,1
15,16,367.1963365769890,461.77332570120200,3,60,1
16,17,382.209963099631,631.3590405904060,3,60,1
17,18,378.9991134751770,208.05540780141800,3,60,1
18,19,371.8755980861240,262.2900717703350,3,60,1
19,20,406.8994560738420,422.8359980220870,3,60,1
20,21,406.6825396825400,585.5686274509800,3,60,1
21,22,401.83919114106900,357.03177660086700,3,60,1
22,23,393.837106918239,507.05345911949700,3,60,1
23,24,398.91583094555900,308.3047994269340,3,60,1
24,25,413.9388781431340,247.09323017408100,3,60,1
25,26,436.6911306319070,476.0507225843020,3,60,1
26,27,439.4175170068030,546.68679138322,3,60,1
27,28,439.3816425120770,217.49609810479400,3,60,1
28,29,438.22997572815500,290.1771844660190,3,60,1
29,30,442.8975080385850,639.5795819935690,3,60,1
30,31,442.98155374246200,354.9769421780770,3,60,1
31,32,443.13956834532400,177.33669064748200,3,60,1
32,33,462.6015209125480,507.53688212927800,3,60,1
33,34,472.53854024556600,600.0381991814460,3,60,1
34,35,485.7961841308300,268.7958812840700,3,60,1
35,36,486.9028629856850,318.1482617586910,3,60,1
36,37,481.1588738059330,369.80693815987900,3,60,1
37,38,486.4041928721170,407.38071278826,3,60,1
38,39,490.1132836747360,212.2042209807570,3,60,1
39,40,487.085776330076,448.1492942453860,3,60,1
40,41,489.4733295901180,544.495227400337,3,60,1
41,42,507.1605306799340,494.4248756218910,3,60,1
42,43,518.4504373177840,568.1348396501460,3,60,1
43,44,528.9556514913660,346.3112244897960,3,60,1
44,46,544.6360385144430,419.71609353507600,3,60,1
45,47,549.437947944172,538.6401357978120,3,60,1
46,48,551.6919746919750,295.4738594738600,3,60,1
47,49,568.8837077054310,368.91896502701200,3,60,1
48,50,551.0376731301940,478.0952908587260,3,60,1
1,2,286.94312026002200,494.37937883712500,4,80,1.33333333333333
3,4,279.6749300279890,335.1231507397040,4,80,1.33333333333333
4,5,312.80129240710800,560.4966074313410,4,80,1.33333333333333
5,6,312.145607280364,456.2509625481270,4,80,1.33333333333333
6,7,320.3357875948240,397.99553770638100,4,80,1.33333333333333
7,8,318.7490211433050,279.16640563821500,4,80,1.33333333333333
8,9,318.72094329028600,334.8399775407080,4,80,1.33333333333333
9,10,336.1156432093230,228.50246526221400,4,80,1.33333333333333
10,11,346.27140482128000,603.3661679135500,4,80,1.33333333333333
11,12,343.1913606911450,497.9330453563720,4,80,1.33333333333333
12,13,359.8193108974360,369.7199519230770,4,80,1.33333333333333
13,14,352.72420965058200,311.1310316139770,4,80,1.33333333333333
14,15,370.88112484022200,544.96591393268,4,80,1.33333333333333
15,16,365.8615897720960,461.5475264035580,4,80,1.33333333333333
16,17,383.3368136117560,629.7556071152360,4,80,1.33333333333333
17,18,379.178587494377,206.90418353576200,4,80,1.33333333333333
18,19,371.7250593824230,261.7880047505940,4,80,1.33333333333333
19,20,406.33672787980000,423.88347245409000,4,80,1.33333333333333
20,21,407.9262573279850,585.4995371798830,4,80,1.33333333333333
21,22,401.8284708249500,357.2877263581490,4,80,1.33333333333333
22,23,393.96715328467200,507.26338199513400,4,80,1.33333333333333
23,24,398.9972115719760,307.9480655280590,4,80,1.33333333333333
24,25,414.3639368343740,245.68747704737400,4,80,1.33333333333333
25,26,437.25148683092600,475.3729821580290,4,80,1.33333333333333
26,27,440.745280360665,546.6776556776560,4,80,1.33333333333333
27,28,439.2443181818180,215.95871212121200,4,80,1.33333333333333
28,29,438.1243842364530,289.8429802955670,4,80,1.33333333333333
29,30,443.9080459770120,641.1992337164750,4,80,1.33333333333333
30,31,443.02973977695200,355.5288948969250,4,80,1.33333333333333
31,32,441.48192771084300,174.78059606848400,4,80,1.33333333333333
32,33,463.0852407261250,507.31965272296800,4,80,1.33333333333333
33,34,473.18734708144000,600.7612722824190,4,80,1.33333333333333
34,35,485.6492335437330,268.39645326119600,4,80,1.33333333333333
35,36,487.16950329975700,317.66238277179600,4,80,1.33333333333333
36,37,481.54045954046000,369.38861138861100,4,80,1.33333333333333
37,38,486.8488129945860,407.0595585172850,4,80,1.33333333333333
38,39,491.0225250278090,210.95550611790900,4,80,1.33333333333333
39,40,487.2322097378280,448.07169609416800,4,80,1.33333333333333
40,41,490.0639955481360,545.677796327212,4,80,1.33333333333333
41,42,506.6893835616440,495.4791095890410,4,80,1.33333333333333
42,43,518.1817501869860,568.4136125654450,4,80,1.33333333333333
43,44,527.9309922417310,346.6439363005310,4,80,1.33333333333333
44,46,545.890595009597,420.11571154373500,4,80,1.33333333333333
45,47,550.3233489714900,537.0700108264170,4,80,1.33333333333333
46,48,549.7048236141110,295.28797696184300,4,80,1.33333333333333
47,49,569.6651867328280,368.3677200313400,4,80,1.33333333333333
48,50,548.2771223021580,475.52374100719400,4,80,1.33333333333333
0,2,289.73345622119800,496.3528110599080,5,100,1.66666666666667
2,4,279.89431545236200,336.69015212169700,5,100,1.66666666666667
3,5,310.6083615124500,559.2293267752840,5,100,1.66666666666667
4,6,310.914199192463,455.36440107671600,5,100,1.66666666666667
5,7,321.2165969623600,398.1091789566370,5,100,1.66666666666667
6,8,319.13220205209200,279.5256511444360,5,100,1.66666666666667
7,9,318.380764904387,335.27784026996600,5,100,1.66666666666667
8,10,335.35185185185200,227.62794612794600,5,100,1.66666666666667
9,11,348.0147058823530,602.9382352941180,5,100,1.66666666666667
10,12,343.5423580786030,496.8248908296940,5,100,1.66666666666667
11,13,361.6175115207370,369.997311827957,5,100,1.66666666666667
12,14,352.6711807024970,311.57680914092300,5,100,1.66666666666667
13,15,371.3130029648450,544.4718339686570,5,100,1.66666666666667
14,16,365.22899408284000,462.46686390532500,5,100,1.66666666666667
15,17,384.01851137678400,629.8360971847280,5,100,1.66666666666667
16,18,378.4315886134070,206.71992653810800,5,100,1.66666666666667
17,19,371.57916917519600,262.467790487658,5,100,1.66666666666667
18,20,405.93565773959900,425.76469597439800,5,100,1.66666666666667
19,21,408.4638403990030,584.9451371571070,5,100,1.66666666666667
20,22,402.6666666666670,358.43009118541000,5,100,1.66666666666667
21,23,395.7073015873020,507.4222222222220,5,100,1.66666666666667
22,24,399.87784187309100,307.9039701391250,5,100,1.66666666666667
23,25,414.1600422089340,245.4344002813930,5,100,1.66666666666667
24,26,438.3931968867110,474.3603343903140,5,100,1.66666666666667
25,27,440.36130536130500,546.4370629370630,5,100,1.66666666666667
26,28,439.280894468419,216.14280109847,5,100,1.66666666666667
27,29,438.3868286445010,289.67391304347800,5,100,1.66666666666667
28,30,445.32821962050900,640.8409366168750,5,100,1.66666666666667
29,31,442.7564510427710,355.59420289855100,5,100,1.66666666666667
30,32,443.8176400476760,175.20143027413600,5,100,1.66666666666667
31,33,462.5998457979950,507.37779491133400,5,100,1.66666666666667
32,34,472.70454545454500,600.7674825174830,5,100,1.66666666666667
33,35,486.98210093896700,267.0886150234740,5,100,1.66666666666667
34,36,487.4430587463080,316.8168690515260,5,100,1.66666666666667
35,37,480.41539196940700,370.35946462715100,5,100,1.66666666666667
36,38,487.1213250517600,407.8774327122150,5,100,1.66666666666667
37,39,490.57606734816600,211.04870715574300,5,100,1.66666666666667
38,40,487.46056260342000,447.9100937672370,5,100,1.66666666666667
39,41,489.5916069600820,545.0951893551690,5,100,1.66666666666667
40,42,507.2699364855330,495.3514467184190,5,100,1.66666666666667
41,43,520.0140548137740,567.7877723120170,5,100,1.66666666666667
42,44,527.3049327354260,348.2017937219730,5,100,1.66666666666667
43,46,547.4681919642860,420.25083705357100,5,100,1.66666666666667
44,47,550.0836788541270,536.9344138710890,5,100,1.66666666666667
45,48,548.1055849979620,299.12719119445600,5,100,1.66666666666667
46,49,569.8652809853730,368.05003849114700,5,100,1.66666666666667
47,50,548.1368392070480,475.255781938326,5,100,1.66666666666667
0,2,291.6732117812060,497.6076437587660,6,120,2
1,4,279.6347790839080,338.27604377786800,6,120,2
2,5,312.06581469648600,560.1313099041530,6,120,2
3,6,307.9052728387490,452.05027590435300,6,120,2
4,7,322.2373873873870,398.10923423423400,6,120,2
5,8,319.08062667176200,280.19449751624000,6,120,2
6,9,317.19870283018900,336.0854952830190,6,120,2
7,10,336.3519793459550,227.8132530120480,6,120,2
8,11,347.1163079470200,603.2649006622520,6,120,2
9,12,343.7286314806170,496.37505838393300,6,120,2
10,13,362.916261682243,369.6485981308410,6,120,2
11,14,352.3901652559450,312.03506650544100,6,120,2
12,15,372.76859142607200,544.7156605424320,6,120,2
13,16,363.9794359576970,463.04406580493500,6,120,2
14,17,383.45565283593500,630.2763608679100,6,120,2
15,18,378.2061176470590,206.09270588235300,6,120,2
16,19,371.730413325108,262.43429981492900,6,120,2
17,20,405.706328279499,426.70863546473300,6,120,2
18,21,408.2362155388470,585.171365914787,6,120,2
19,22,402.6163043478260,358.20380434782600,6,120,2
20,23,395.1086532205600,506.4170461938840,6,120,2
21,24,401.32237715803500,308.44223107569700,6,120,2
22,25,413.79175187457400,244.9379686434900,6,120,2
23,26,438.6984268328880,474.92312258830500,6,120,2
24,27,440.2649063032370,546.2915956842700,6,120,2
25,28,440.14132165605100,217.08957006369400,6,120,2
26,29,438.54621309371000,289.82670089858800,6,120,2
27,30,442.1369796708620,637.934656340755,6,120,2
28,31,442.9595744680850,357.118085106383,6,120,2
29,32,440.9175704989150,176.27331887201700,6,120,2
30,33,463.27677873338500,506.86239249413600,6,120,2
31,34,473.23806298679300,601.5380968506600,6,120,2
32,35,490.8706079196880,267.01728945900700,6,120,2
33,36,487.21825916230400,316.3589659685860,6,120,2
34,37,481.3728350045580,370.83318140382900,6,120,2
35,38,486.9474332648870,409.14496919917900,6,120,2
36,39,492.1488063660480,212.53076923076900,6,120,2
37,40,488.31425426527200,449.0154100165110,6,120,2
38,41,489.4486125385410,545.4460431654680,6,120,2
39,42,507.48799435028200,496.3478107344630,6,120,2
40,43,519.9864864864870,568.3063063063060,6,120,2
41,44,527.4228018510730,347.16996213714800,6,120,2
42,46,547.832463768116,420.67855072463800,6,120,2
43,47,550.270848985725,537.4105935386930,6,120,2
44,48,551.3664921465970,294.345222513089,6,120,2
45,49,569.1429615197270,367.28981977593800,6,120,2
46,50,548.025407346037,474.5584092792050,6,120,2
0,2,291.6101038549550,496.7683506424930,7,140,2.33333333333333
1,4,278.9984220907300,338.35936883629200,7,140,2.33333333333333
2,5,311.43740434649500,559.4628099173550,7,140,2.33333333333333
3,6,308.60683497536900,452.7567733990150,7,140,2.33333333333333
4,7,323.77851428571400,397.2464,7,140,2.33333333333333
5,8,319.94761904761900,280.8325396825400,7,140,2.33333333333333
6,9,316.3917022574740,335.9597315436240,7,140,2.33333333333333
7,10,335.2889239258970,226.85258178951500,7,140,2.33333333333333
8,11,347.4043783560510,602.4308137133420,7,140,2.33333333333333
9,12,343.97830188679200,496.2952830188680,7,140,2.33333333333333
10,13,364.4404452690170,370.0404452690170,7,140,2.33333333333333
11,14,352.4091266719120,313.190794649882,7,140,2.33333333333333
12,15,372.8820861678010,544.4585034013610,7,140,2.33333333333333
13,16,364.0799073537930,463.22640416907900,7,140,2.33333333333333
14,17,384.97720478325900,629.2466367713010,7,140,2.33333333333333
15,18,378.8478048780490,205.33951219512200,7,140,2.33333333333333
16,19,371.82601054481500,262.64030462800200,7,140,2.33333333333333
17,20,405.3568747867620,427.7952917093140,7,140,2.33333333333333
18,21,408.4488114104600,584.7597464342310,7,140,2.33333333333333
19,22,402.3770114942530,358.48333333333300,7,140,2.33333333333333
20,23,396.29823455233300,506.5346784363180,7,140,2.33333333333333
21,24,402.7207296849090,309.16086235489200,7,140,2.33333333333333
22,25,413.6179134518620,244.3639718215360,7,140,2.33333333333333
23,26,439.4222972972970,473.8894348894350,7,140,2.33333333333333
24,27,440.5879911455450,545.9546209186500,7,140,2.33333333333333
25,28,440.8657501010920,217.04326728669600,7,140,2.33333333333333
26,29,438.72615384615400,288.7353846153850,7,140,2.33333333333333
27,30,444.5427286356820,637.7226386806600,7,140,2.33333333333333
28,31,442.277423920736,358.4699221514510,7,140,2.33333333333333
29,32,442.826544021025,176.0604467805520,7,140,2.33333333333333
30,33,463.1769352290680,506.1785150078990,7,140,2.33333333333333
31,34,474.37247097844100,601.6291873963520,7,140,2.33333333333333
32,35,488.9281045751630,266.33737939620300,7,140,2.33333333333333
33,36,486.7671188630490,315.0888242894060,7,140,2.33333333333333
34,37,481.6710920770880,370.4993576017130,7,140,2.33333333333333
35,38,485.34974747474700,409.5984848484850,7,140,2.33333333333333
36,39,490.0798050563510,211.94882729211100,7,140,2.33333333333333
37,40,488.3192307692310,448.0456043956040,7,140,2.33333333333333
38,41,489.8278008298760,545.3371369294610,7,140,2.33333333333333
39,42,507.19098331558400,495.702875399361,7,140,2.33333333333333
40,43,517.3849407783420,568.2952622673430,7,140,2.33333333333333
41,44,528.9324377716320,346.49190043461100,7,140,2.33333333333333
42,46,547.0305744286600,419.86504014824000,7,140,2.33333333333333
43,47,549.3000747384160,537.7634529147980,7,140,2.33333333333333
44,48,550.8495244565220,296.24422554347800,7,140,2.33333333333333
45,49,570.3088589311510,368.72099181511800,7,140,2.33333333333333
46,50,546.5729835333520,473.67401618755200,7,140,2.33333333333333
0,2,293.2188533627340,497.276552737964,8,160,2.66666666666667
1,4,279.18221866239500,339.11934321185400,8,160,2.66666666666667
2,5,317.09020436927400,563.8340380549680,8,160,2.66666666666667
3,6,307.21650071123800,450.2631578947370,8,160,2.66666666666667
4,7,323.39464518937700,397.64693077927700,8,160,2.66666666666667
5,8,320.25460242851500,281.0195848021940,8,160,2.66666666666667
6,9,316.4003590664270,337.2088569718730,8,160,2.66666666666667
7,10,335.9544941707410,225.0737119217750,8,160,2.66666666666667
8,11,347.5883105802050,601.9684300341300,8,160,2.66666666666667
9,12,343.74280136652000,495.8955588091750,8,160,2.66666666666667
10,13,365.36459114778700,370.6702925731430,8,160,2.66666666666667
11,14,351.9006163328200,313.6768104776580,8,160,2.66666666666667
12,15,372.7380319148940,544.2127659574470,8,160,2.66666666666667
13,16,364.3645348837210,464.1337209302330,8,160,2.66666666666667
14,17,385.3414820473640,628.4709702062640,8,160,2.66666666666667
15,18,379.4289678135410,205.2846836847950,8,160,2.66666666666667
16,19,371.8705330990040,262.06033977738700,8,160,2.66666666666667
17,20,405.8233638282900,428.7213230119630,8,160,2.66666666666667
18,21,408.53335481791800,584.9909764743800,8,160,2.66666666666667
19,22,402.56761462565300,359.0023215322110,8,160,2.66666666666667
20,23,395.6697551290540,506.60953011250800,8,160,2.66666666666667
21,24,402.2769028871390,309.0754593175850,8,160,2.66666666666667
22,25,413.95137555982100,243.29462571977000,8,160,2.66666666666667
23,26,439.1651404151400,473.3232600732600,8,160,2.66666666666667
24,27,440.23714985042200,545.9189556703830,8,160,2.66666666666667
25,28,441.09821057012100,216.2962962962960,8,160,2.66666666666667
26,29,438.73471810089000,288.87715133531200,8,160,2.66666666666667
27,30,444.51225612806400,637.7413706853430,8,160,2.66666666666667
28,31,442.2059336823740,359.6656195462480,8,160,2.66666666666667
29,32,440.75958466453700,177.14936102236400,8,160,2.66666666666667
30,33,462.1008807045640,505.2417934347480,8,160,2.66666666666667
31,34,475.4383863851250,602.9246769618660,8,160,2.66666666666667
32,35,492.96713750360300,265.4938022484870,8,160,2.66666666666667
33,36,486.3316375198730,314.8241653418120,8,160,2.66666666666667
34,37,482.3913408995380,370.5237494745690,8,160,2.66666666666667
35,38,485.9083614864870,409.6731418918920,8,160,2.66666666666667
36,39,492.1150466776500,211.21801208127400,8,160,2.66666666666667
37,40,489.2422596414990,447.84193373166800,8,160,2.66666666666667
38,41,489.1335051546390,546.5819587628870,8,160,2.66666666666667
39,42,506.59937673130200,496.5979916897510,8,160,2.66666666666667
40,43,521.3157010915200,568.2737195633920,8,160,2.66666666666667
41,44,530.028191072827,345.38801879404900,8,160,2.66666666666667
42,46,548.0043900909380,419.40451552210700,8,160,2.66666666666667
43,47,550.692462987887,537.656796769852,8,160,2.66666666666667
44,48,552.0812720848060,295.3270157404430,8,160,2.66666666666667
45,49,571.4574294378350,371.10216934919500,8,160,2.66666666666667
46,50,543.0221774193550,467.55174731182800,8,160,2.66666666666667
0,2,294.28706099815200,497.89112754159000,9,180,3
1,4,278.9732793522270,339.48056680161900,9,180,3
2,5,317.53477129044300,564.4916325771660,9,180,3
3,6,306.87706919945700,448.953052917232,9,180,3
4,7,327.49690011481100,397.4443168771530,9,180,3
5,8,320.6383647798740,280.7763364779870,9,180,3
6,9,316.23585467540200,337.6885050625370,9,180,3
7,10,337.3704572098480,224.72684642438500,9,180,3
8,11,347.65905172413800,601.0866379310350,9,180,3
9,12,343.13931581556800,495.7411998016860,9,180,3
10,13,366.8874425727410,371.13016845329200,9,180,3
11,14,352.10731707317100,313.80337711069400,9,180,3
12,15,372.1718322698270,544.718322698268,9,180,3
13,16,364.94467829224300,464.9338544798560,9,180,3
14,17,384.99006875477500,628.1718869365930,9,180,3
15,18,380.118399110617,204.76431350750400,9,180,3
16,19,371.5165987186950,261.9988351776350,9,180,3
17,20,405.7407474273340,430.3206354937710,9,180,3
18,21,409.2507720815320,584.6405188387890,9,180,3
19,22,402.89852607709800,360.40532879818600,9,180,3
20,23,396.3145998778250,506.75442883323200,9,180,3
21,24,403.5605280103030,310.1638763683190,9,180,3
22,25,414.6455414012740,243.86114649681500,9,180,3
23,26,439.927652733119,472.49003215434100,9,180,3
24,27,440.70416548597300,546.0017001983570,9,180,3
25,28,440.00263852242700,214.55540897097600,9,180,3
26,29,437.83919902912600,288.02973300970900,9,180,3
27,30,445.5415094339620,639.2344339622640,9,180,3
28,31,443.0451436388510,361.7606019151850,9,180,3
29,32,443.9441978440080,175.6417247939130,9,180,3
30,33,460.870110701107,504.42952029520300,9,180,3
31,34,476.41982597886900,603.1159105034180,9,180,3
32,35,492.7079718004340,264.50569414316700,9,180,3
33,36,485.36845486668800,315.164471570832,9,180,3
34,37,485.1359303771240,368.99378367177800,9,180,3
35,38,485.2417860151640,409.72914911541700,9,180,3
36,39,492.53308183401000,212.1688914683690,9,180,3
37,40,490.1746031746030,447.75449735449700,9,180,3
38,41,488.71970495258200,547.3656480505800,9,180,3
39,42,506.6717273954120,497.6504723346830,9,180,3
40,43,521.3365617433410,569.4939467312350,9,180,3
41,44,530.2019150707740,345.5736885928390,9,180,3
42,46,548.3773462783170,418.2799352750810,9,180,3
43,47,549.2492657856090,537.9041850220270,9,180,3
44,48,552.8446069469840,295.169408897014,9,180,3
45,49,571.9958188153310,369.2766550522650,9,180,3
46,50,547.3179419525070,472.8527704485490,9,180,3
47,52,269.42857142857100,386.56302521008400,9,180,3
49,57,295.3521349499210,251.0374275171320,9,180,3
0,2,292.81944677284200,493.46353730092200,10,200,3.33333333333333
