,Unnamed: 0,cell,centroid_row,centroid_col,frame
1,1,3,248.9717925386720,376.8359114346380,0
63,1,3,248.63306330633100,377.984098409841,1
124,1,3,248.00947306098300,378.4988158673770,2
187,1,3,248.09530749052800,376.8635966190620,3
251,0,3,248.25014731879800,378.3889216264000,4
312,0,3,247.5630868544600,378.0014671361500,5
375,0,3,247.07839562443000,377.6657550896380,6
437,0,3,247.90243170219200,378.1825277694390,7
498,0,3,251.1089599279600,369.4813147230980,8
561,0,3,247.53664998528100,378.068884309685,9
627,0,3,246.95833333333300,377.4662558685450,10
688,0,3,247.5127388535030,377.0729588882460,11
749,0,3,247.7704918032790,377.5036429872500,12
810,0,3,247.66503368034300,377.7985303123090,13
869,0,3,246.56763848396500,377.8760932944610,14
930,0,3,246.30880579010900,377.1311821471650,15
988,0,3,246.4163481329020,378.2093501911200,16
1046,0,3,246.0610551274450,378.0512744516890,17
1106,0,3,247.06052393857300,378.8425173140620,18
1167,0,3,247.31633254717000,380.2169811320760,19
1225,0,3,247.32006125574300,379.7001531393570,20
1286,0,3,246.4508393285370,379.53387290167900,21
1348,0,3,246.76009501187600,380.3907363420430,22
1406,0,3,246.4803715912500,380.4471081810010,23
1465,0,3,246.3140371925620,380.4532093581280,24
1525,0,3,246.77590361445800,380.7189759036150,25
1585,0,3,246.3895950339940,380.7256872598290,26
1645,0,3,247.607250755287,381.3797583081570,27
1705,0,3,247.28452380952400,379.7508928571430,28
1767,0,3,247.443401937046,381.8958837772400,29
1831,0,3,247.65638897124200,380.4820634450040,30
1895,0,3,248.98239331542800,380.54341987466400,31
1958,0,3,249.05826086956500,380.1886956521740,32
2022,0,3,249.70568181818200,382.14431818181800,33
2089,0,3,250.5185835528240,382.8285045361430,34
2151,0,3,253.4980332829050,384.1225416036310,35
2211,0,3,250.6630256690330,381.4833424358270,36
2272,0,3,249.68852005532500,381.9228215767640,37
2332,0,3,249.6047297297300,381.9400337837840,38
2397,0,3,249.0847503373820,381.0674763832660,39
2464,0,3,249.3430152143850,381.27856154910100,40
2528,0,3,249.9354019746120,381.29985895627600,41
2594,0,3,248.0258082042920,380.19206737299600,42
2662,0,3,248.73579545454500,380.7215909090910,43
